Size of array: 6000
| Key:10002 Asn:100020  | Key:10003 Asn:100030  | Key:10004 Asn:100040  | Key:10010 Asn:100100  | Key:10011 Asn:100110  
| Key:29591 Asn:295910  | Key:29592 Asn:295920  | Key:29593 Asn:295930  | Key:29594 Asn:295940  | Key:29596 Asn:295960  
| Key:29599 Asn:295990  | Key:29603 Asn:296030  | Key:29606 Asn:296060  | Key:29609 Asn:296090  | Key:29610 Asn:296100  
| Key:29612 Asn:296120  | Key:29613 Asn:296130  | Key:29620 Asn:296200  | Key:29630 Asn:296300  | Key:29633 Asn:296330  
| Key:29641 Asn:296410  | Key:29642 Asn:296420  | Key:29644 Asn:296440  | Key:29646 Asn:296460  | Key:29650 Asn:296500  
| Key:29653 Asn:296530  | Key:29657 Asn:296570  | Key:29661 Asn:296610  | Key:29662 Asn:296620  | Key:29666 Asn:296660  
| Key:29667 Asn:296670  | Key:29669 Asn:296690  | Key:29670 Asn:296700  | Key:29683 Asn:296830  | Key:29685 Asn:296850  
| Key:29686 Asn:296860  | Key:29687 Asn:296870  | Key:29694 Asn:296940  | Key:29695 Asn:296950  | Key:29701 Asn:297010  
| Key:29708 Asn:297080  | Key:29709 Asn:297090  | Key:29715 Asn:297150  | Key:29719 Asn:297190  | Key:29722 Asn:297220  
| Key:29725 Asn:297250  | Key:29727 Asn:297270  | Key:29731 Asn:297310  | Key:29732 Asn:297320  | Key:29737 Asn:297370  
| Key:29738 Asn:297380  | Key:29742 Asn:297420  | Key:29743 Asn:297430  | Key:29749 Asn:297490  | Key:29751 Asn:297510  
| Key:29752 Asn:297520  | Key:29758 Asn:297580  | Key:29762 Asn:297620  | Key:29763 Asn:297630  | Key:29765 Asn:297650  
| Key:29768 Asn:297680  | Key:29771 Asn:297710  | Key:29772 Asn:297720  | Key:29773 Asn:297730  | Key:29775 Asn:297750  
| Key:29777 Asn:297770  | Key:29778 Asn:297780  | Key:29779 Asn:297790  | Key:29780 Asn:297800  | Key:29785 Asn:297850  
| Key:29786 Asn:297860  | Key:29788 Asn:297880  | Key:29792 Asn:297920  | Key:29793 Asn:297930  | Key:29798 Asn:297980  
| Key:29800 Asn:298000  | Key:29801 Asn:298010  | Key:29806 Asn:298060  | Key:29813 Asn:298130  | Key:29814 Asn:298140  
| Key:29816 Asn:298160  | Key:29821 Asn:298210  | Key:29823 Asn:298230  | Key:29828 Asn:298280  | Key:29832 Asn:298320  
| Key:29834 Asn:298340  | Key:29837 Asn:298370  | Key:29840 Asn:298400  | Key:29843 Asn:298430  | Key:29850 Asn:298500  
| Key:29855 Asn:298550  | Key:29860 Asn:298600  | Key:29863 Asn:298630  | Key:29864 Asn:298640  | Key:29868 Asn:298680  
| Key:29878 Asn:298780  | Key:29883 Asn:298830  | Key:29888 Asn:298880  | Key:29891 Asn:298910  | Key:29895 Asn:298950  
| Key:29902 Asn:299020  | Key:29905 Asn:299050  | Key:29906 Asn:299060  | Key:29909 Asn:299090  | Key:29912 Asn:299120  
| Key:29914 Asn:299140  | Key:29918 Asn:299180  | Key:29919 Asn:299190  | Key:29920 Asn:299200  | Key:29923 Asn:299230  
| Key:29924 Asn:299240  | Key:29926 Asn:299260  | Key:29927 Asn:299270  | Key:29935 Asn:299350  | Key:29938 Asn:299380  
| Key:29949 Asn:299490  | Key:29951 Asn:299510  | Key:29952 Asn:299520  | Key:29959 Asn:299590  | Key:29961 Asn:299610  
| Key:29962 Asn:299620  | Key:29965 Asn:299650  | Key:29971 Asn:299710  | Key:29977 Asn:299770  | Key:29978 Asn:299780  
| Key:29979 Asn:299790  | Key:29986 Asn:299860  | Key:29991 Asn:299910  | Key:29993 Asn:299930  | Key:29996 Asn:299960  
